Date,Mkt-RF,SMB,HML,RF,Mkt
19940415,0.0003,-0.0009,0.0011,0.00014,0.00044
19940418,-0.0082,0,0.0057,0.00014,-0.00806
19940419,-0.0026,-0.0092,0.003,0.00014,-0.00246
19940420,-0.0042,-0.0124,0.0082,0.00014,-0.00406
19940421,0.0147,-0.0047,-0.0056,0.00014,0.01484
19940422,-0.0005,0.0081,-0.0052,0.00014,-0.00036
19940425,0.01,0,-0.0038,0.00014,0.01014
19940426,0.0005,0.0065,-0.0003,0.00014,0.00064
19940428,-0.0055,0.0092,-0.0027,0.00014,-0.00536
19940429,0.0047,-0.0016,0.0029,0.00014,0.00484
19940502,0.005,0.0007,-0.0054,0.00015,0.00515
19940503,-0.0001,0.0013,0.0004,0.00015,0.00005
19940504,-0.0015,0.003,-0.0023,0.00015,-0.00135
19940505,-0.001,0.0007,-0.0009,0.00015,-0.00085
19940506,-0.0091,0.0012,0.003,0.00015,-0.00895
19940509,-0.0124,0.0026,-0.0007,0.00015,-0.01225
19940510,0.0059,-0.0048,-0.0027,0.00015,0.00605
19940511,-0.0106,0.0004,0.0009,0.00015,-0.01045
19940512,0.0038,-0.0014,-0.0008,0.00015,0.00395
19940513,0.0004,-0.0045,0.004,0.00015,0.00055
19940516,-0.0016,-0.0047,0.0023,0.00015,-0.00145
19940517,0.0081,-0.0118,0.005,0.00015,0.00825
19940518,0.0114,-0.0029,-0.0007,0.00015,0.01155
19940519,0.0061,0.0005,-0.0029,0.00015,0.00625
19940520,-0.0024,0.0013,0.0017,0.00015,-0.00225
19940523,-0.0033,0.0015,-0.0001,0.00015,-0.00315
19940524,0.004,-0.0035,-0.0001,0.00015,0.00415
19940525,0.0027,-0.0039,0.0036,0.00015,0.00285
19940526,0.0023,0.0006,0.0024,0.00015,0.00245
19940527,0.0008,0.0016,-0.0005,0.00015,0.00095
19940531,-0.0016,0.0008,-0.0002,0.00015,-0.00145
19940601,0.0027,-0.0014,0.0027,0.00014,0.00284
19940602,0.0015,0.0073,-0.0032,0.00014,0.00164
19940603,0.0047,-0.0035,-0.0033,0.00014,0.00484
19940606,0,0.0009,0.0044,0.00014,0.00014
19940607,-0.0025,-0.0008,0.0006,0.00014,-0.00236
19940608,-0.0045,-0.0023,0.0064,0.00014,-0.00436
19940609,0.0002,-0.0026,0.0002,0.00014,0.00034
19940610,0.0025,0.0023,-0.0005,0.00014,0.00264
19940613,0.0006,-0.0023,0.0034,0.00014,0.00074
19940614,0.0057,-0.0035,0.0007,0.00014,0.00584
19940615,-0.0031,0.0038,0.001,0.00014,-0.00296
19940616,0.0022,-0.0001,-0.0022,0.00014,0.00234
19940617,-0.007,0.0034,0.0008,0.00014,-0.00686
19940620,-0.0093,-0.0044,0.0025,0.00014,-0.00916
19940621,-0.0095,-0.0025,0.0019,0.00014,-0.00936
19940622,0.0034,0.0005,0.0011,0.00014,0.00354
19940623,-0.0089,-0.0019,0.0049,0.00014,-0.00876
19940624,-0.0141,0.0014,-0.0002,0.00014,-0.01396
19940627,0.0089,-0.007,-0.0043,0.00014,0.00904
19940628,-0.0024,-0.0014,-0.0018,0.00014,-0.00226
19940629,0.0036,0.0004,-0.001,0.00014,0.00374
19940630,-0.0051,0.0089,0.003,0.00014,-0.00496
19940701,0.0042,-0.0029,0.0031,0.00014,0.00434
19940705,-0.0004,-0.0021,0.0012,0.00014,-0.00026
19940706,-0.0003,-0.0014,0.0031,0.00014,-0.00016
19940707,0.0049,-0.0016,-0.0014,0.00014,0.00504
19940708,0.0017,-0.0016,-0.0043,0.00014,0.00184
19940711,-0.003,0.0021,0.0001,0.00014,-0.00286
19940712,0.0007,0.002,-0.0023,0.00014,0.00084
19940713,0.0037,0.0021,-0.003,0.00014,0.00384
19940714,0.0098,-0.0029,0.001,0.00014,0.00994
19940715,0.0008,-0.0003,0.0037,0.00014,0.00094
19940718,0.0019,-0.0031,0.0005,0.00014,0.00204
19940719,-0.0027,0.0025,-0.0001,0.00014,-0.00256
19940720,-0.0054,0.0001,0.0011,0.00014,-0.00526
19940721,0.0019,-0.0021,0.001,0.00014,0.00204
19940722,0.0005,-0.0017,0.0018,0.00014,0.00064
19940725,0.0017,-0.0026,0.0005,0.00014,0.00184
19940726,-0.0017,0.0008,0.0011,0.00014,-0.00156
19940727,-0.0025,-0.0021,0.0029,0.00014,-0.00236
19940728,0.0024,-0.0036,0,0.00014,0.00254
19940729,0.0095,0.0003,-0.0039,0.00014,0.00964
19940801,0.0053,-0.0039,0.001,0.00016,0.00546
19940802,0.001,0.0012,-0.0001,0.00016,0.00116
19940803,0.0001,0.0004,0.0028,0.00016,0.00026
19940804,-0.0052,0.0022,0.0032,0.00016,-0.00504
19940805,-0.0032,0.001,-0.0011,0.00016,-0.00304
19940808,0.002,-0.0009,0.0002,0.00016,0.00216
19940809,0.0009,0.0009,-0.0018,0.00016,0.00106
19940810,0.0055,0.0009,-0.0057,0.00016,0.00566
19940811,-0.0026,0.0024,-0.0028,0.00016,-0.00244
19940812,0.0055,-0.002,-0.0014,0.00016,0.00566
19940815,-0.0002,0.0033,0.0005,0.00016,-0.00004
19940816,0.006,-0.0053,-0.0032,0.00016,0.00616
19940817,0.0017,0.0043,-0.0047,0.00016,0.00186
19940818,-0.0035,0.0048,-0.0019,0.00016,-0.00334
19940819,0.0012,0.0009,-0.0005,0.00016,0.00136
19940822,-0.002,0.0025,-0.0021,0.00016,-0.00184
19940823,0.0054,0.0009,-0.0022,0.00016,0.00556
19940824,0.0071,-0.0029,-0.0031,0.00016,0.00726
19940825,-0.0007,0.0036,-0.0013,0.00016,-0.00054
19940826,0.0108,-0.0056,-0.0042,0.00016,0.01096
19940829,0.0017,0,0.0011,0.00016,0.00186
19940830,0.0035,0.0002,-0.0002,0.00016,0.00366
19940831,-0.001,0.0049,0.0034,0.00016,-0.00084
19940901,-0.0049,0.0009,0.0004,0.00017,-0.00473
19940902,-0.0032,0.0049,0,0.00017,-0.00303
19940906,0.0003,-0.0013,-0.0012,0.00017,0.00047
19940907,-0.0002,0.0049,-0.0028,0.00017,-0.00003
19940908,0.0046,0.0007,-0.0025,0.00017,0.00477
19940909,-0.0093,0.0061,0.0009,0.00017,-0.00913
19940912,-0.0044,0.0019,-0.0011,0.00017,-0.00423
19940913,0.003,0.0028,-0.0034,0.00017,0.00317
19940914,0.0026,-0.0003,0.0002,0.00017,0.00277
19940915,0.0114,-0.0028,-0.0054,0.00017,0.01157
19940916,-0.0052,0.0062,0.0007,0.00017,-0.00503
19940919,-0.0013,0.0001,-0.0009,0.00017,-0.00113
19940920,-0.0144,0.0057,0.0014,0.00017,-0.01423
19940921,-0.0055,-0.0023,0.0021,0.00017,-0.00533
19940922,-0.001,0.0009,-0.0007,0.00017,-0.00083
19940923,-0.0033,0.0002,0.0011,0.00017,-0.00313
19940926,0.002,-0.004,-0.0013,0.00017,0.00217
19940927,0.0016,-0.0009,-0.0044,0.00017,0.00177
19940928,0.0059,-0.0006,-0.002,0.00017,0.00607
19940929,-0.0037,0.0021,0.0017,0.00017,-0.00353
19940930,0.0021,0.0066,-0.0025,0.00017,0.00227
19941003,-0.0027,-0.003,0.0002,0.00018,-0.00252
19941004,-0.0147,0.0019,0.0037,0.00018,-0.01452
19941005,-0.0038,-0.0036,-0.0022,0.00018,-0.00362
19941006,-0.0023,0.0036,0.0006,0.00018,-0.00212
19941007,0.006,-0.0026,-0.0017,0.00018,0.00618
19941010,0.0075,-0.001,-0.0043,0.00018,0.00768
19941011,0.0128,-0.0052,-0.0077,0.00018,0.01298
19941012,-0.0001,0.002,-0.0007,0.00018,0.00008
19941013,0.0035,-0.0031,0.0016,0.00018,0.00368
19941014,0.0017,-0.0042,0.0015,0.00018,0.00188
19941017,-0.0007,0.0009,-0.0008,0.00018,-0.00052
19941018,-0.002,-0.0019,0.001,0.00018,-0.00182
19941019,0.0049,-0.0012,-0.0024,0.00018,0.00508
19941020,-0.0067,0.0029,0.0015,0.00018,-0.00652
19941021,-0.0041,0.0011,-0.0004,0.00018,-0.00392
19941024,-0.0077,0.0043,-0.0021,0.00018,-0.00752
19941025,-0.0003,-0.0044,0.0017,0.00018,-0.00012
19941026,0.0027,-0.0025,-0.0028,0.00018,0.00288
19941027,0.0063,-0.0019,-0.0016,0.00018,0.00648
19941028,0.0152,-0.0074,-0.002,0.00018,0.01538
19941031,-0.0018,0.0031,0.0005,0.00018,-0.00162
19941101,-0.0077,0.0033,-0.0036,0.00018,-0.00752
19941102,-0.0024,0.0041,-0.0006,0.00018,-0.00222
19941103,0.0025,-0.0014,0.0023,0.00018,0.00268
19941104,-0.0093,0.0062,-0.0004,0.00018,-0.00912
19941107,-0.0004,-0.0048,0.0002,0.00018,-0.00022
19941108,0.005,-0.0029,-0.0027,0.00018,0.00518
19941109,-0.0009,-0.0008,-0.0005,0.00018,-0.00072
19941110,-0.0026,-0.0003,-0.0003,0.00018,-0.00242
19941111,-0.0042,0.0014,-0.0024,0.00018,-0.00402
19941114,0.0067,-0.0037,-0.0051,0.00018,0.00688
19941115,-0.0011,0.0023,0.0006,0.00018,-0.00092
19941116,0.0002,0.0002,-0.004,0.00018,0.00038
19941117,-0.0046,0.0018,-0.0026,0.00018,-0.00442
19941118,-0.0044,0.0023,-0.0038,0.00018,-0.00422
19941121,-0.0075,0.0011,-0.0007,0.00018,-0.00732
19941122,-0.0184,0,0.0057,0.00018,-0.01822
19941123,-0.0015,-0.0111,0.0103,0.00018,-0.00132
19941125,0.0062,-0.0001,-0.002,0.00018,0.00638
19941128,0.0035,-0.002,-0.002,0.00018,0.00368
19941129,0.0025,0.0016,0.0002,0.00018,0.00268
19941130,-0.0021,0.0053,0.0042,0.00018,-0.00192
19941201,-0.0104,0.0009,0.0015,0.00021,-0.01019
19941202,0.0071,-0.0047,-0.0014,0.00021,0.00731
19941205,0.0008,-0.0016,0.0014,0.00021,0.00101
19941206,-0.0017,-0.0035,0.0024,0.00021,-0.00149
19941207,-0.0054,-0.0034,0.0033,0.00021,-0.00519
19941208,-0.0143,-0.0029,0.0035,0.00021,-0.01409
19941209,0.0016,-0.0069,0.0009,0.00021,0.00181
19941212,0.0039,-0.0051,-0.0003,0.00021,0.00411
19941213,0.0022,-0.0032,0.0031,0.00021,0.00241
19941214,0.0102,-0.0027,-0.0021,0.00021,0.01041
19941215,0.0033,0.0087,-0.0004,0.00021,0.00351
19941216,0.0046,-0.0061,-0.0012,0.00021,0.00481
19941219,-0.0022,-0.001,0.0043,0.00021,-0.00199
19941220,-0.0007,0.002,0.001,0.00021,-0.00049
19941221,0.0062,0.0051,-0.0052,0.00021,0.00641
19941222,-0.0004,0.0038,-0.0072,0.00021,-0.00019
19941223,0.0022,0.0026,-0.0033,0.00021,0.00241
19941227,0.0046,0.0005,-0.0034,0.00021,0.00481
19941228,-0.0041,0.0013,0.0005,0.00021,-0.00389
19941229,0.0028,0.0029,-0.0019,0.00021,0.00301
19941230,-0.0014,0.0154,0.0028,0.00021,-0.00119
19950103,-0.0026,-0.0099,0.0094,0.0002,-0.0024
19950104,0.0033,-0.0029,0.0047,0.0002,0.0035
19950105,-0.0005,0.0003,0.0007,0.0002,-0.0003
19950106,0.0018,-0.0001,0.0012,0.0002,0.002
19950109,0.0008,0.0003,0.0014,0.0002,0.001
19950110,0.002,0.0007,-0.0015,0.0002,0.0022
19950111,-0.0009,-0.0012,-0.0024,0.0002,-0.0007
19950112,0.0001,0.0004,0.0002,0.0002,0.0003
19950113,0.0087,-0.0044,0.0048,0.0002,0.0089
19950116,0.008,-0.0048,0.0009,0.0002,0.0082
19950117,0.0022,0.0044,-0.0044,0.0002,0.0024
19950118,-0.0015,0.0006,0.0003,0.0002,-0.0013
19950119,-0.0057,0.0012,-0.0013,0.0002,-0.0055
19950120,-0.0051,0.0013,0.0017,0.0002,-0.0049
19950123,0,-0.0073,0.0024,0.0002,0.0002
19950124,0.0016,0.0028,-0.001,0.0002,0.0018
19950125,0.002,-0.0043,0.0041,0.0002,0.0022
19950126,0.0004,-0.0028,0.0013,0.0002,0.0006
19950127,0.0039,-0.004,0.0015,0.0002,0.0041
19950130,-0.0045,-0.0034,0.0025,0.0002,-0.0043
19950131,0.0039,-0.0017,-0.0006,0.0002,0.0041
19950201,0.0015,0.0001,0,0.00021,0.00171
19950202,0.0044,0,-0.0021,0.00021,0.00461
19950203,0.0122,-0.0074,0.0046,0.00021,0.01241
19950206,0.0061,0.0001,-0.0019,0.00021,0.00631
19950207,-0.0007,0.0023,0.0015,0.00021,-0.00049
19950208,0.0013,0.0018,-0.0012,0.00021,0.00151
19950209,-0.0009,0.0049,-0.0031,0.00021,-0.00069
19950210,0.0023,0.0025,-0.0031,0.00021,0.00251
19950213,0.0002,-0.0001,0.0008,0.00021,0.00041
19950214,0.0009,-0.0027,0.0037,0.00021,0.00111
19950215,0.0048,0.0023,0.0003,0.00021,0.00501
19950216,-0.0005,-0.0048,-0.0012,0.00021,-0.00029
19950217,-0.0058,0.0009,0.0029,0.00021,-0.00559
19950221,-0.0005,-0.0027,0.0031,0.00021,-0.00029
19950222,0.004,-0.0035,0.0011,0.00021,0.00421
19950223,0.0045,-0.002,0.0031,0.00021,0.00471
19950224,0.0016,0.0013,0.0022,0.00021,0.00181
19950227,-0.0082,-0.0001,0.0012,0.00021,-0.00799
19950228,0.0082,0.0012,-0.002,0.00021,0.00841
19950301,-0.0031,0.0023,-0.0023,0.0002,-0.0029
19950302,-0.0014,0.0019,-0.0041,0.0002,-0.0012
19950303,0.0014,0.0023,-0.0028,0.0002,0.0016
19950306,-0.0013,-0.0015,-0.0028,0.0002,-0.0011
19950307,-0.0075,0.0022,-0.003,0.0002,-0.0073
19950308,0.0021,0.0006,-0.0006,0.0002,0.0023
19950309,0.0005,-0.0004,-0.0017,0.0002,0.0007
19950310,0.0112,-0.0068,-0.0037,0.0002,0.0114
19950313,0.0009,0.0009,-0.0017,0.0002,0.0011
19950314,0.0056,-0.0015,-0.0029,0.0002,0.0058
19950315,-0.0017,0.0013,0.0027,0.0002,-0.0015
19950316,0.0056,-0.0031,0.0001,0.0002,0.0058
19950317,-0.0007,-0.0011,-0.0032,0.0002,-0.0005
19950320,0.001,0.0022,-0.0036,0.0002,0.0012
19950321,-0.0024,-0.0006,0.0008,0.0002,-0.0022
19950322,0.0004,-0.0026,0.0004,0.0002,0.0006
19950323,0.0008,0.0013,-0.0003,0.0002,0.001
19950324,0.0093,-0.0053,-0.0004,0.0002,0.0095
19950327,0.0048,-0.0012,-0.0007,0.0002,0.005
19950328,0.0015,0.0015,-0.0024,0.0002,0.0017
19950329,-0.0017,-0.0007,0.0039,0.0002,-0.0015
19950330,-0.0008,0.0008,0.0053,0.0002,-0.0006
19950331,-0.0027,0.006,0.0018,0.0002,-0.0025
19950403,0.0014,-0.0011,-0.0006,0.00023,0.00163
19950404,0.0047,-0.0068,0.0058,0.00023,0.00493
19950405,0.0009,-0.0005,0.0025,0.00023,0.00113
19950406,0.0005,-0.0018,0.0077,0.00023,0.00073
19950407,-0.0004,-0.0042,0.002,0.00023,-0.00017
19950410,0.0025,0.0041,-0.0029,0.00023,0.00273
19950411,-0.0017,0.0054,-0.0009,0.00023,-0.00147
19950412,0.0033,-0.0011,-0.0039,0.00023,0.00353
19950413,0.0034,0.0013,0.0006,0.00023,0.00363
19950417,-0.0053,0.0046,0.0032,0.00023,-0.00507
19950418,-0.0034,-0.0017,0.0027,0.00023,-0.00317
19950419,-0.003,-0.006,0.0043,0.00023,-0.00277
19950420,0.0016,0.0006,0.0009,0.00023,0.00183
19950421,0.0051,-0.0008,-0.0007,0.00023,0.00533
19950424,0.0072,-0.0037,0.0004,0.00023,0.00743
19950425,-0.0009,0.0025,0.0009,0.00023,-0.00067
19950426,0.0014,0.0022,-0.0018,0.00023,0.00163
19950427,0.002,0.0015,-0.0008,0.00023,0.00223
19950428,0.0016,0.0007,-0.0028,0.00023,0.00183
19950501,-0.0013,0.0004,0.002,0.00024,-0.00106
19950502,0.0008,-0.0005,-0.0003,0.00024,0.00104
19950503,0.0094,-0.0071,-0.0031,0.00024,0.00964
19950504,-0.001,-0.0058,0.006,0.00024,-0.00076
19950505,-0.001,-0.0022,0.0048,0.00024,-0.00076
19950508,0.0064,-0.0015,0.001,0.00024,0.00664
19950509,0.0005,-0.0034,0.0045,0.00024,0.00074
19950510,0.0015,0.0017,-0.0004,0.00024,0.00174
19950511,0.0023,0.0032,-0.0043,0.00024,0.00254
19950512,0.0023,0.0008,-0.0001,0.00024,0.00254
19950515,0.0042,-0.0025,0.0027,0.00024,0.00444
19950516,0.0012,0.0022,0.001,0.00024,0.00144
19950517,-0.0021,0.0049,-0.0002,0.00024,-0.00186
19950518,-0.013,0.0073,0.0032,0.00024,-0.01276
19950519,-0.0008,0.0006,-0.0028,0.00024,-0.00056
19950522,0.0076,-0.0032,0.0002,0.00024,0.00784
19950523,0.0085,-0.0046,0.0006,0.00024,0.00874
19950524,-0.0005,-0.0016,0.0026,0.00024,-0.00026
19950525,-0.0004,-0.0019,0.0013,0.00024,-0.00016
19950526,-0.0082,0.004,0.0033,0.00024,-0.00796
19950530,-0.0022,-0.0046,0.0046,0.00024,-0.00196
19950531,0.0146,-0.0116,-0.0045,0.00024,0.01484
19950601,0.0015,0.0022,0.0031,0.00021,0.00171
19950602,0,0.0003,0.0062,0.00021,0.00021
19950605,0.0061,0.0002,0,0.00021,0.00631
19950606,-0.0003,0.0027,-0.0019,0.00021,-0.00009
19950607,-0.0034,0.0062,-0.005,0.00021,-0.00319
19950608,-0.0008,0.0072,-0.0044,0.00021,-0.00059
19950609,-0.0073,0.0069,-0.0036,0.00021,-0.00709
19950612,0.005,-0.0003,-0.0032,0.00021,0.00521
19950613,0.0092,-0.0057,0.0014,0.00021,0.00941
19950614,0.0007,0.0019,-0.0042,0.00021,0.00091
19950615,0.0022,0.0038,-0.0023,0.00021,0.00241
19950616,0.0043,-0.0007,-0.0053,0.00021,0.00451
19950619,0.0092,-0.0052,-0.0015,0.00021,0.00941
19950620,0.0004,0.0003,0.0018,0.00021,0.00061
19950621,-0.0004,0.0018,0.0007,0.00021,-0.00019
19950622,0.0115,-0.0072,-0.0025,0.00021,0.01171
19950623,-0.0029,0.0032,-0.0017,0.00021,-0.00269
19950626,-0.01,0.001,0.0041,0.00021,-0.00979
19950627,-0.0039,0.0013,0.0003,0.00021,-0.00369
19950628,0.0032,-0.005,0.0017,0.00021,0.00341
19950629,-0.0003,0.0063,-0.0054,0.00021,-0.00009
19950630,0.0028,0.0086,-0.0025,0.00021,0.00301
19950703,0.0033,-0.0028,-0.0032,0.00023,0.00353
19950705,0.0019,0.0015,0.0009,0.00023,0.00213
19950706,0.0112,-0.0067,0,0.00023,0.01143
19950707,0.0059,0.0038,-0.0005,0.00023,0.00613
19950710,0.0017,0.0029,0.0033,0.00023,0.00193
19950711,-0.0034,0.0056,-0.0017,0.00023,-0.00317
19950712,0.011,-0.0018,-0.0053,0.00023,0.01123
19950713,0.0007,0.003,-0.0018,0.00023,0.00093
19950714,-0.0015,0.004,-0.0041,0.00023,-0.00127
19950717,0.004,0.0019,-0.0064,0.00023,0.00423
19950718,-0.0081,-0.0008,0.008,0.00023,-0.00787
19950719,-0.0165,-0.0071,0.0083,0.00023,-0.01627
19950720,0.0059,0.0026,-0.0027,0.00023,0.00613
19950721,0.0006,0.0051,-0.0048,0.00023,0.00083
19950724,0.0069,0.0023,-0.0041,0.00023,0.00713
19950725,0.0076,-0.003,-0.0019,0.00023,0.00783
19950726,0.0023,0.0018,-0.0016,0.00023,0.00253
19950727,0.0071,0,-0.0015,0.00023,0.00733
19950728,-0.0028,0.0046,0.0028,0.00023,-0.00257
19950731,-0.001,0.0028,0.0006,0.00023,-0.00077
19950801,-0.0051,0.0013,0.0025,0.0002,-0.0049
19950802,-0.0021,-0.0011,0.0078,0.0002,-0.0019
19950803,-0.0011,-0.0016,0.0037,0.0002,-0.0009
19950804,0.0015,0.0025,-0.0018,0.0002,0.0017
19950807,0.0024,0.0006,0.001,0.0002,0.0026
19950808,0.0005,-0.0016,-0.0001,0.0002,0.0007
19950809,0.0001,0.0047,-0.0046,0.0002,0.0003
19950810,-0.0027,0.0017,0.0025,0.0002,-0.0025
19950811,-0.0034,0.0037,-0.0008,0.0002,-0.0032
19950814,0.0074,-0.003,-0.0067,0.0002,0.0076
19950815,-0.001,0.0024,0.0007,0.0002,-0.0008
19950816,0.0045,0.0006,0.0009,0.0002,0.0047
19950817,0,0.004,0.0008,0.0002,0.0002
19950818,0.0007,0.002,0.0011,0.0002,0.0009
19950821,-0.0022,0.0054,0.0036,0.0002,-0.002
19950822,0.0018,-0.0045,-0.0019,0.0002,0.002
19950823,-0.0027,0.0044,-0.0021,0.0002,-0.0025
19950824,-0.0007,-0.0019,0.0028,0.0002,-0.0005
19950825,0.004,-0.004,0.0043,0.0002,0.0042
19950828,-0.003,-0.0033,0.0115,0.0002,-0.0028
19950829,0.0002,-0.0073,0.0036,0.0002,0.0004
19950830,0.0033,0.0037,0.0005,0.0002,0.0035
19950831,0.0032,0.0041,-0.0023,0.0002,0.0034
19950901,0.0027,-0.0014,0.0025,0.00022,0.00292
19950905,0.0096,-0.0039,-0.004,0.00022,0.00982
19950906,0.0036,0.0042,-0.0037,0.00022,0.00382
19950907,0.0008,0.0046,-0.0029,0.00022,0.00102
19950908,0.0051,0.0022,-0.0008,0.00022,0.00532
19950911,0.0024,-0.0008,-0.0025,0.00022,0.00262
19950912,0.0025,-0.0015,0.0007,0.00022,0.00272
19950913,0.004,-0.002,-0.0015,0.00022,0.00422
19950914,0.0059,-0.0055,0.0025,0.00022,0.00612
19950915,-0.0018,-0.0049,0.0071,0.00022,-0.00158
19950918,-0.0014,-0.0009,-0.0056,0.00022,-0.00118
19950919,0.003,-0.0023,-0.0013,0.00022,0.00322
19950920,0.0044,-0.0005,-0.002,0.00022,0.00462
19950921,-0.0062,0.0041,-0.0027,0.00022,-0.00598
19950922,-0.0032,-0.0005,-0.0022,0.00022,-0.00298
19950925,-0.0019,-0.0039,0.0024,0.00022,-0.00168
19950926,-0.0012,-0.0037,0.0032,0.00022,-0.00098
19950927,-0.0031,-0.0109,0.0085,0.00022,-0.00288
19950928,0.0089,-0.0018,-0.0006,0.00022,0.00912
19950929,-0.0011,0.0081,0.0026,0.00022,-0.00088
19951002,-0.0063,-0.0057,0.0062,0.00021,-0.00609
19951003,-0.0017,-0.0102,0.0055,0.00021,-0.00149
19951004,-0.0046,-0.0077,0.0071,0.00021,-0.00439
19951005,0.0029,-0.0026,-0.0013,0.00021,0.00311
19951006,0,0.0017,0.0006,0.00021,0.00021
19951009,-0.0107,-0.008,0.0113,0.00021,-0.01049
19951010,-0.0025,-0.0068,0.0027,0.00021,-0.00229
19951011,0.0062,0.0041,-0.003,0.00021,0.00641
19951012,0.008,0.0007,-0.0042,0.00021,0.00821
19951013,0.0033,0.0029,-0.0016,0.00021,0.00351
19951016,-0.002,0.0021,0.0012,0.00021,-0.00179
19951017,0.006,-0.004,-0.0056,0.00021,0.00621
19951018,0.0022,0.0023,-0.0026,0.00021,0.00241
19951019,0.0031,-0.0042,-0.0057,0.00021,0.00331
19951020,-0.0057,0.005,0.0006,0.00021,-0.00549
19951023,-0.0038,-0.0027,0.0008,0.00021,-0.00359
19951024,0.0011,0.0001,-0.0064,0.00021,0.00131
19951025,-0.0085,-0.0012,-0.002,0.00021,-0.00829
19951026,-0.0095,-0.001,-0.0008,0.00021,-0.00929
19951027,0.0041,-0.0072,0.0017,0.00021,0.00431
19951030,0.0064,-0.0004,-0.0079,0.00021,0.00661
19951031,-0.0027,0.0041,-0.0019,0.00021,-0.00249
19951101,0.0051,-0.0043,0.0042,0.0002,0.0053
19951102,0.0103,-0.0015,-0.0012,0.0002,0.0105
19951103,0.0031,0.0039,-0.0028,0.0002,0.0033
19951106,-0.0029,0.0033,0.0002,0.0002,-0.0027
19951107,-0.005,0.0007,0.0028,0.0002,-0.0048
19951108,0.0072,-0.0058,0.0011,0.0002,0.0074
19951109,0.0045,0.0014,-0.0038,0.0002,0.0047
19951110,-0.0012,0.0038,-0.0021,0.0002,-0.001
19951113,-0.0015,-0.0006,-0.0003,0.0002,-0.0013
19951114,-0.0066,0.0005,0.0024,0.0002,-0.0064
19951115,0.0055,-0.0049,-0.0044,0.0002,0.0057
19951116,0.0059,-0.0035,0.0026,0.0002,0.0061
19951117,0.0038,-0.0014,0.0015,0.0002,0.004
19951120,-0.0058,0.0017,0.004,0.0002,-0.0056
19951121,0.0021,-0.0087,0.0035,0.0002,0.0023
19951122,-0.0024,0.0008,0.0035,0.0002,-0.0022
19951124,0.0033,-0.0004,-0.0015,0.0002,0.0035
19951127,0.0017,-0.0008,0.0013,0.0002,0.0019
19951128,0.0079,-0.0024,-0.007,0.0002,0.0081
19951129,0.0041,0.0014,-0.0002,0.0002,0.0043
19951130,-0.0003,0.0062,0.0008,0.0002,-0.0001
19951201,0.0013,0.0023,0.0005,0.00024,0.00154
19951204,0.0104,-0.0042,-0.0032,0.00024,0.01064
19951205,0.0043,-0.0032,-0.0005,0.00024,0.00454
19951206,0.0018,-0.0054,0.0042,0.00024,0.00204
19951207,-0.007,0.0036,-0.0012,0.00024,-0.00676
19951208,0.002,0.0012,-0.0026,0.00024,0.00224
19951211,0.0024,-0.0014,-0.0036,0.00024,0.00264
19951212,-0.0026,0.0006,-0.0004,0.00024,-0.00236
19951213,0.0043,-0.0005,-0.0013,0.00024,0.00454
19951214,-0.0083,0.008,0.0038,0.00024,-0.00806
19951215,-0.0029,-0.0048,0.0052,0.00024,-0.00266
19951218,-0.0176,-0.0052,0.0091,0.00024,-0.01736
19951219,0.0099,-0.0042,-0.0032,0.00024,0.01014
19951220,-0.0057,0.0151,0.0009,0.00024,-0.00546
19951221,0.007,0.0005,-0.0044,0.00024,0.00724
19951222,0.0032,0.0022,-0.0011,0.00024,0.00344
19951226,0.003,-0.0015,-0.0018,0.00024,0.00324
19951227,0.0014,0.0013,0.0014,0.00024,0.00164
19951228,-0.0006,-0.0006,0.0031,0.00024,-0.00036
19951229,0.0041,0.0034,-0.0032,0.00024,0.00434
19960102,0.0059,-0.0031,-0.0021,0.00019,0.00609
19960103,-0.0008,-0.0026,0.005,0.00019,-0.00061
19960104,-0.0082,-0.0038,0.0022,0.00019,-0.00801
19960105,-0.0015,0.0069,-0.0012,0.00019,-0.00131
19960108,0.0024,-0.002,-0.0011,0.00019,0.00259
19960109,-0.0167,0.0006,0.0118,0.00019,-0.01651
19960110,-0.0162,0.0023,0.0016,0.00019,-0.01601
19960111,0.0087,0.0009,-0.0069,0.00019,0.00889
19960112,-0.0013,-0.0017,0.0033,0.00019,-0.00111
19960115,-0.0058,-0.0043,0.0057,0.00019,-0.00561
19960116,0.0102,-0.0146,0.0025,0.00019,0.01039
19960117,-0.0009,0.0013,0.0046,0.00019,-0.00071
19960118,0.0037,0.0017,-0.0051,0.00019,0.00389
19960119,0.0057,-0.0023,-0.005,0.00019,0.00589
19960122,0.0041,0.003,-0.007,0.00019,0.00429
19960123,-0.0002,0.0041,-0.0014,0.00019,-0.00001
19960124,0.0105,-0.0032,-0.0036,0.00019,0.01069
19960125,-0.004,0.0041,0.0031,0.00019,-0.00381
19960126,0.0063,-0.0034,-0.0045,0.00019,0.00649
19960129,0.0037,-0.0038,0.0027,0.00019,0.00389
19960130,0.0091,-0.0036,-0.002,0.00019,0.00929
19960131,0.0083,-0.004,0.0007,0.00019,0.00849
19960201,0.0043,0.0029,-0.0063,0.0002,0.0045
19960202,-0.0028,0.0043,-0.0029,0.0002,-0.0026
19960205,0.0074,-0.0046,-0.0045,0.0002,0.0076
19960206,0.0068,-0.0037,-0.0002,0.0002,0.007
