,Arithmetic Mean Surplus,Risk Adjusted Surplus
0,-0.7300000000000004,-6.758478613506236
1,-0.23000000000000043,-5.089762246854889
2,0.2599999999999998,-2.8743833068975246
3,0.7599999999999998,0.31608296705829175
4,1.25,1.1500624516647187
5,1.75,-1.6277519426159524
6,2.2399999999999993,-4.649486471953547
